PL_Index,LP_Index,Pivot_Energy,PLEC_Flux_Density,LP_Flux_Density,PL_Flux_Density,Frac_Variability,Variability_Index,Npred,LP_beta,LP_SigCurv,Energy_Flux100,PLEC_SigCurv,Flux1000,Signif_Avg,PLEC_Exp_Index,Source_Name,ASSOC_FGL,CLASS1,ASSOC1
2.1228528,1.7112945,2354.7566,1.9339727e-14,1.915415e-14,1.4744333e-14,0.0,12.711533,157.83195,0.3258136,1.7573949,8.989641e-13,2.1361299,8.04478e-11,3.9335983,0.6666667,4FGL J0147.7-1321,,bcu,NVSS J014804-132019
1.7966598,1.6650268,3788.7065,4.19512e-14,4.3913593e-14,3.8772804e-14,0.25417575,24.776337,577.79834,0.08819669,2.8528948,5.8647943e-12,3.0721738,5.265609e-10,23.2941,0.6666667,4FGL J0148.2+5201,3FGL J0148.3+5200,bll,GB6 J0148+5202
2.1981015,2.2034142,1999.6431,5.4242208e-14,5.2242014e-14,5.2697725e-14,0.6520171,28.579494,417.28192,-0.0072709788,0.0,2.2995568e-12,0.0,2.0099586e-10,9.227195,0.6666667,4FGL J0148.6+0127,3FGL J0148.6+0128,bll,PMN J0148+0129
2.3077893,2.1822164,1850.018,3.35258e-14,3.185229e-14,2.2900547e-14,0.0,9.127056,185.42076,0.28928295,1.783167,8.820145e-13,1.9643241,7.227265e-11,3.493794,0.6666667,4FGL J0149.6-0734,,bcu,PMN J0149-0733
2.2510748,2.1787174,2406.9163,2.5383102e-14,2.4958295e-14,2.2154821e-14,0.0,7.1204233,285.93332,0.09878557,0.7361874,1.4988829e-12,0.3881329,1.2753695e-10,4.7474036,0.6666667,4FGL J0149.8+2650,,bll,GB6 J0150+2646
2.450639,2.4357767,1085.3251,9.9639094e-14,9.624233e-14,9.3612916e-14,0.5837029,23.210293,308.0269,0.020718494,0.0,1.0970645e-12,0.0,7.8802506e-11,4.345302,0.6666667,4FGL J0150.5-3337,,bcu,PMN J0150-3338
2.035464,2.0409977,3159.6033,1.33680815e-14,1.307142e-14,1.3184207e-14,0.15335765,16.121904,275.7545,-0.0041483757,0.0,1.4601289e-12,0.0,1.3130544e-10,8.656888,0.6666667,4FGL J0150.6-5448,3FGL J0150.5-5447,bcu,PMN J0150-5450
2.1811445,2.2135136,2103.7773,5.66504e-14,5.1371772e-14,5.3797776e-14,0.16004069,15.450933,457.91418,-0.027247049,0.44996437,2.6102317e-12,0.2090808,2.2971523e-10,10.221706,0.6666667,4FGL J0151.0+0539,3FGL J0151.0+0537,bcu,PMN J0151+0540
2.2793715,2.2743456,1751.9292,1.5187634e-13,1.5237311e-13,1.5119419e-13,0.33381924,31.591858,1341.6632,0.005136948,0.0,5.0622514e-12,0.0,4.231847e-10,18.367558,0.6666667,4FGL J0151.3+8601,3FGL J0145.6+8600,bll,WN B0140.0+8546
2.36285,2.331028,1124.5995,2.2457669e-13,2.2626875e-13,2.1120661e-13,0.0,9.722529,680.77185,0.048836116,0.87445587,2.6065714e-12,0.78121215,2.0421503e-10,11.357763,0.6666667,4FGL J0151.4-3607,3FGL J0151.0-3609,bcu,PMN J0151-3605
2.507407,2.5524635,1182.0104,2.9731488e-13,2.8924847e-13,2.3216325e-13,0.5137127,22.434282,767.4458,0.20533162,1.8818953,3.478519e-12,1.7380878,2.3410573e-10,7.1964846,0.6666667,4FGL J0151.7+5455,,bcu,7C 0148+5439
2.3831997,2.3459418,1253.6923,1.5806155e-13,1.5914756e-13,1.4645152e-13,0.7210567,38.74271,569.0602,0.0602042,0.87003314,2.3563866e-12,0.6106278,1.8122709e-10,8.145438,0.6666667,4FGL J0152.2+3714,3FGL J0152.2+3707,bcu,B2 0149+37
2.5920868,2.527157,584.08923,2.5687787e-12,2.6685563e-12,2.3087164e-12,0.64194876,89.49646,1365.27,0.12194401,2.667842,5.525229e-12,2.339082,3.70702e-10,15.044248,0.6666667,4FGL J0152.2+2206,3FGL J0151.6+2205,fsrq,PKS 0149+21
1.9987,1.9902002,2361.1997,1.3155116e-13,1.3042001e-13,1.2868921e-13,0.40652758,56.52889,1090.7772,0.008099899,0.10255248,7.942796e-12,0.13944778,7.1051687e-10,27.619675,0.6666667,4FGL J0152.6+0147,3FGL J0152.6+0148,bll,PMN J0152+0146
2.7891104,2.775241,498.4585,8.819324e-13,8.371879e-13,8.236548e-13,0.65745693,25.836117,432.30832,0.013257986,0.0,1.4698599e-12,0.0,6.60538e-11,4.2027283,0.6666667,4FGL J0152.6-1404,,fsrq,PKS 0150-14
1.9985728,2.0106091,4440.9277,2.175729e-14,2.1109637e-14,2.1714567e-14,0.16672842,15.195221,773.3396,-0.015525241,0.34703064,4.7368468e-12,0.0,4.2372017e-10,17.960104,0.6666667,4FGL J0153.0+7517,3FGL J0152.8+7517,bll,1RXS J015308.4+751756
3.0366707,3.009857,441.35455,1.0648998e-12,1.0241187e-12,9.690722e-13,0.32676908,21.114857,446.01392,0.058899608,0.1899717,1.3590567e-12,0.0,3.9724668e-11,2.741277,0.6666667,4FGL J0153.5-5107,,fsrq,PKS 0152-513
1.9608139,1.8489606,1531.9746,5.754328e-13,5.883601e-13,5.473468e-13,0.40643388,86.650566,1600.1389,0.065941066,3.4203513,1.3067885e-11,4.568534,1.3836322e-09,40.257175,0.6666667,4FGL J0153.9+0823,3FGL J0154.0+0824,bll,GB6 J0154+0823
2.1721904,2.2021284,2049.4092,4.429685e-14,4.234136e-14,4.609574e-14,0.41537374,18.263817,379.6169,-0.044106837,0.98256534,2.1076248e-12,0.37483925,1.8608758e-10,8.731364,0.6666667,4FGL J0154.3-0236,,fsrq,TXS 0151-028
2.343447,2.235766,1001.67365,8.680389e-13,8.868543e-13,8.034157e-13,2.420672,1091.331,1678.8403,0.11644649,3.5859559,6.091228e-12,3.83743,6.411545e-10,28.280363,0.6666667,4FGL J0154.5-6604,,bcu,PKS 0153-663
2.2507455,2.0310543,1150.6598,4.281752e-13,4.579651e-13,3.803168e-13,0.4303833,40.5245,831.56854,0.19478767,3.6059084,3.623035e-12,3.1601799,4.876329e-10,17.4538,0.6666667,4FGL J0155.0+4433,3FGL J0154.9+4433,bll,GB6 J0154+4433
2.2712429,2.2558584,1659.1887,4.109308e-14,4.262853e-14,3.612182e-14,0.3294287,16.947716,216.89375,0.113419496,0.965246,1.0650348e-12,0.0,8.950705e-11,3.8267248,0.6666667,4FGL J0155.4-0625,,bcu,PMN J0155-0621
1.7818102,1.5748118,6807.342,2.8504624e-15,2.7524283e-15,2.073758e-15,0.0,11.480484,93.15318,0.2094664,1.6305336,9.872438e-13,1.8355196,7.8683796e-11,5.0905275,0.6666667,4FGL J0156.1+1502,,bcu,RX J0156.0+1502
2.5076046,2.5017428,917.3897,6.8909125e-13,7.020576e-13,6.834928e-13,0.7344579,91.9133,1393.881,0.02202119,0.4787209,5.424885e-12,0.0,3.6501005e-10,16.058422,0.6666667,4FGL J0156.5+3914,3FGL J0156.3+3913,fsrq,MG4 J015630+3913
2.2353058,2.1783884,1898.369,4.354547e-14,4.245284e-14,3.968595e-14,0.09407584,14.893923,322.3858,0.06110119,0.5078782,1.5633553e-12,0.32781258,1.3420715e-10,6.9360294,0.6666667,4FGL J0156.6-1758,,bcu,PMN J0156-1800
2.1060266,2.0765524,1851.3926,1.2532676e-13,1.22939e-13,1.1899342e-13,0.5926611,63.57914,867.4545,0.022948334,0.54742235,4.360476e-12,1.3004091,3.9132603e-10,20.273046,0.6666667,4FGL J0156.8-4744,3FGL J0156.9-4742,bll,2MASS J01564603-4744174
1.7763389,1.6389912,2474.2642,8.147215e-14,8.50273e-14,7.9077e-14,0.41298202,48.187836,592.2002,0.06649869,2.2881439,5.845931e-12,2.186999,5.140256e-10,27.273413,0.6666667,4FGL J0156.9-5301,3FGL J0157.0-5301,bll,1RXS J015658.6-530208
2.3518186,2.1437109,1435.9401,1.3467783e-13,1.3945637e-13,1.0210012e-13,0.0,9.411069,352.865,0.2966236,2.705973,1.4776432e-12,2.6816554,2.235264e-10,7.4399223,0.6666667,4FGL J0156.9+4648,,bcu,MG4 J015651+4648
1.8019382,1.7564975,6583.6997,1.9030925e-15,1.9157888e-15,1.7665416e-15,0.0,12.299678,90.942604,0.042895198,0.24401958,7.913213e-13,0.0,6.410867e-11,5.3717523,0.6666667,4FGL J0156.9-3235,,bcu,NVSS J015700-323527
2.453857,2.3061745,804.7715,1.0656554e-12,1.0913681e-12,9.158731e-13,0.99588865,185.0917,1150.057,0.21238837,4.0764604,3.9532175e-12,4.1034074,4.015553e-10,18.699427,0.6666667,4FGL J0157.7-4614,3FGL J0157.9-4615,fsrq,PMN J0157-4614
1.5792304,1.52329,13989.674,7.234859e-16,6.350323500000001e-16,4.431753e-16,0.0,6.675652,46.580936,0.2681827,1.3366913,7.1424144e-13,1.6061066,4.59192e-11,4.151485,0.6666667,4FGL J0158.2+2515,,bll,NVSS J015809+251538
2.432668,2.382477,1095.4982,4.1387827e-13,4.060898e-13,3.839416e-13,1.357078,256.97952,1180.2551,0.05997974,0.98409504,4.564568e-12,1.7464191,3.342333e-10,17.206453,0.6666667,4FGL J0158.5-5005,,bcu,PMN J0158-5004
2.1219501,2.038009,1002.2595,7.745562e-13,8.018998e-13,7.551702e-13,0.37177792,56.85029,1390.465,0.05701794,2.2483466,6.7423766e-12,1.905696,7.1079587e-10,29.376339,0.6666667,4FGL J0158.5-3932,3FGL J0158.6-3931,bll,PMN J0158-3932
2.5535486,2.5606449,837.76105,5.4026624e-13,5.218894e-13,5.463412e-13,0.0,6.9762573,853.7419,-0.028169125,0.5456269,3.520988e-12,0.0,2.2370315e-10,10.334374,0.6666667,4FGL J0158.8+0101,3FGL J0158.6+0102,fsrq,GB6 J0158+0101
2.3432639,2.0610645,2501.853,4.109304e-14,3.9780296e-14,2.6879271e-14,0.20632432,14.113807,241.4352,0.3915288,2.3748295,1.1290369e-12,2.8025677,2.0201224e-10,4.6097827,0.6666667,4FGL J0158.9+7037,,bcu,GB6 J0159+7043
2.5189664,2.5238833,1172.605,9.0018386e-14,8.710365e-14,8.90182e-14,0.8515328,36.569862,391.6594,-0.007545631,0.0,1.3182246e-12,0.0,8.7479045e-11,4.6409903,0.6666667,4FGL J0159.3-4523,,bcu,PMN J0159-4515
1.9477135,1.8508619,1932.764,3.177819e-13,3.25502e-13,3.0562564e-13,0.4592857,83.31417,1356.5193,0.058169637,2.6733766,1.1724359e-11,3.1879842,1.1989634e-09,34.934772,0.6666667,4FGL J0159.5+1046,3FGL J0159.4+1046,bll,RX J0159.5+1047
2.0319102,1.9331927,1255.1698,3.302689e-13,3.4505656e-13,3.1780392e-13,0.44325408,49.448368,808.6505,0.0692529,2.2428799,4.7405673e-12,1.8578309,5.1968835e-10,23.387638,0.6666667,4FGL J0159.7-2740,3FGL J0159.8-2741,bll,PMN J0159-2739
1.8354657,1.6351628,3186.1233,2.3283049e-14,2.4734107e-14,2.0269077e-14,0.2048374,19.44796,201.11986,0.1502809,2.5420048,2.0294055e-12,2.4597142,2.1095456e-10,13.557986,0.6666667,4FGL J0200.3-4109,3FGL J0200.3-4108,bll,1RXS J020021.0-410936
2.5671692,2.5668,993.0424,4.866252e-13,4.8681805e-13,4.8313805e-13,0.55630064,83.19768,1463.0767,0.007023859,0.0,4.8499863e-12,0.0,3.0272243e-10,15.82197,0.6666667,4FGL J0200.6-6637,3FGL J0200.9-6635,fsrq,PMN J0201-6638
1.853573,1.7818936,4877.5015,7.319071e-15,7.231579e-15,6.5647383e-15,0.7131926,25.33212,180.92577,0.06304488,0.81026554,1.6920629e-12,0.80568016,1.4224902e-10,7.8956127,0.6666667,4FGL J0201.1+0036,,bll,MS 0158.5+0019
1.7158,1.6360528,7397.415,2.3063348e-15,2.2464235e-15,1.3904821e-15,0.0,12.484774,44.74315,0.2578736,2.2070234,7.138675e-13,2.192442,6.064876e-11,5.4972353,0.6666667,4FGL J0201.1-4347,,bcu,GALEXASC J020110.83-434654.8
2.5633583,2.384046,771.2608,6.4996267e-13,6.253916e-13,5.0101356e-13,0.86125207,54.82007,549.59674,0.2586777,2.2960494,1.9762703e-12,2.4227462,1.8618172e-10,7.169045,0.6666667,4FGL J0202.1+3939,,fsrq,B3 0158+394
2.3327591,2.3027205,1410.536,6.705153e-14,6.942099e-14,5.9660535e-14,0.0,12.680544,269.67334,0.10456308,0.9108188,1.2402989e-12,0.0,9.968108e-11,4.5800667,0.6666667,4FGL J0202.3-0605,,bcu,PKS 0159-062
1.8009216,1.5985172,4965.1035,1.2044966e-14,1.2617451e-14,9.301069e-15,0.0,13.0269,136.41406,0.20962118,2.7463953,2.1191649e-12,2.781942,2.0188083e-10,10.458513,0.6666667,4FGL J0202.4+0849,3FGL J0202.3+0851,bll,TXS 0159+085
2.3560877,2.3430138,1166.2592,3.002976e-13,2.9758027e-13,2.8052178e-13,0.59786206,48.053455,821.1238,0.04270536,0.82569647,3.7649775e-12,0.9566664,2.967252e-10,11.189045,0.6666667,4FGL J0202.6-0258,,fsrq,WISE J020239.94-030207.9
2.1582851,2.0800083,2040.0671,8.3524225e-14,8.421585e-14,7.4713226e-14,0.56956935,46.674057,653.0691,0.08479211,1.5571057,3.372732e-12,1.8059533,2.9914923e-10,12.46326,0.6666667,4FGL J0202.7+4204,3FGL J0202.5+4206,bll,B3 0159+418
1.9614409,1.9347392,3997.3413,1.1426545e-14,1.1564757e-14,1.1162728e-14,0.0,14.557066,258.29825,0.020700227,0.0,1.961875e-12,0.0,1.7379641e-10,7.5371757,0.6666667,4FGL J0202.9-0225,3FGL J0203.1-0227,bcu,RX J0202.9-0223
2.2739365,2.2182028,2869.344,6.156733e-14,6.1509114e-14,5.612936e-14,0.49664712,31.694105,1088.332,0.078627765,1.4881555,5.7566313e-12,1.5487667,4.8295445e-10,13.015724,0.6666667,4FGL J0203.6+7233,3FGL J0204.0+7234,bll,S5 0159+723
2.2891583,2.1956263,892.01337,2.8878352e-12,2.9758659e-12,2.7222673e-12,1.1866536,987.9812,3528.4304,0.09454569,5.0681286,1.659449e-11,5.09299,1.7171466e-09,47.1223,0.6666667,4FGL J0203.7+3042,3FGL J0203.6+3043,bll,NVSS J020344+304238
2.2367346,2.1255398,2751.1936,1.9766937e-14,1.9819839e-14,1.698861e-14,0.42869905,24.222767,298.07693,0.12708461,0.9544272,1.5354968e-12,0.92750025,1.317137e-10,4.6231766,0.6666667,4FGL J0203.9+5411,,bcu,TXS 0200+539
1.8632143,1.5465107,4110.5444,9.255101e-15,9.464404e-15,7.3809104e-15,0.31898677,17.371351,180.50092,0.21178974,1.7837015,1.3815571e-12,1.9750144,1.1685423e-10,8.08378,0.6666667,4FGL J0204.0-3334,,bll,1RXS J020413.6-333345
1.9966953,1.7640967,2985.4172,1.1475142e-14,1.08525605e-14,6.7375148e-15,0.5100199,20.978779,58.67223,0.36608508,2.3899465,4.69665e-13,2.7367737,7.3116735e-11,3.8793015,0.6666667,4FGL J0204.1-2919,,bcu,PMN J0204-2923
1.8599552,1.830264,4762.936,4.9736474e-15,5.021455e-15,4.725255e-15,0.0,8.678051,150.08537,0.030561095,0.23644423,1.1643189e-12,0.0,9.828043e-11,5.9842877,0.6666667,4FGL J0204.3-3140,,bcu,MRSS 414-035156
1.9519075,1.7204138,4639.15,7.694567e-15,7.541891e-15,5.4391183e-15,0.25800827,20.085962,79.727196,0.2632667,2.0664852,9.350806e-13,2.4043057,1.082994e-10,6.1285863,0.6666667,4FGL J0204.3+2417,3FGL J0204.2+2420,bll,B2 0201+24
2.3550553,2.2870674,701.72205,2.606251e-12,2.6620236e-12,2.4981547e-12,0.55484813,138.2209,1936.0325,0.059999354,2.319374,9.284935e-12,2.5792944,8.3313373e-10,28.407797,0.6666667,4FGL J0204.8+1513,3FGL J0205.0+1510,bcu,4C +15.05
2.4931405,2.419268,481.06982,1.9623315e-11,2.0139493e-11,1.8141044e-11,1.1457661,2332.2065,6576.4136,0.106953055,7.306156,2.6134234e-11,7.574742,1.9119957e-09,69.58533,0.6666667,4FGL J0205.0-1700,3FGL J0205.2-1700,fsrq,PKS 0202-17
2.684005,2.4826808,543.08887,8.273562e-13,7.9921735e-13,6.2823157e-13,0.0,8.205786,438.3668,0.27205375,1.6106776,1.3687767e-12,1.9271408,7.2477684e-11,4.183924,0.6666667,4FGL J0205.2-3050,,bcu,NVSS J020548-305234
2.6119077,2.5750225,568.252,6.455341e-12,6.6365823e-12,5.993124e-12,0.88775665,609.4377,3431.4307,0.09207805,3.90873,1.35803695e-11,3.3397496,8.4618457e-10,30.561274,0.6666667,4FGL J0205.2+3212,3FGL J0204.8+3212,fsrq,B2 0202+31
1.8338726,1.7316847,5741.9473,3.3182814e-15,3.63955e-15,3.0846274e-15,0.0,17.29667,115.056946,0.09671362,0.8194332,1.076125e-12,0.0,8.927713e-11,6.1201344,0.6666667,4FGL J0206.0-0958,,fsrq,2MASS J02061590-0957174
2.3654034,2.3015692,720.9136,2.6630764e-12,2.7133695e-12,2.5171978e-12,0.79630965,351.29117,2262.3752,0.0726395,2.9508307,9.771471e-12,3.2894347,8.779545e-10,33.263733,0.6666667,4FGL J0206.4-1151,3FGL J0206.4-1150,fsrq,PMN J0206-1150
1.9237809,1.7363228,4231.6147,8.5559535e-15,8.131845e-15,6.7095043e-15,0.0,16.143719,182.81198,0.17387125,1.3624091,1.3154236e-12,1.3828032,1.1487762e-10,6.4115415,0.6666667,4FGL J0206.4+3829,,bcu,B3 0203+382
1.9467005,1.8721721,2880.6477,2.8866087e-14,3.0537476e-14,2.7283404e-14,0.4154264,27.410803,424.33328,0.0724048,1.4436764,2.5321427e-12,0.6667217,2.2318186e-10,13.17191,0.6666667,4FGL J0206.8-5744,,bcu,SUMSS J020640-574948
2.462777,2.4163017,841.9329,4.620423e-13,4.759676e-13,4.2749075e-13,0.0,12.055233,772.8074,0.097681284,1.4589705,2.6969542e-12,0.9849683,1.9115054e-10,10.807272,0.6666667,4FGL J0207.4-3855,3FGL J0207.9-3846,bll,PKS 0205-391
2.4306698,2.456825,1582.17,5.026187e-14,4.7944318e-14,5.0427473e-14,0.28968486,19.325552,347.5703,-0.033775248,0.17313452,1.4636931e-12,0.0,1.07401074e-10,5.0936165,0.6666667,4FGL J0207.5-1049,,bcu,PMN J0207-1047
2.2209399,2.1740127,1126.6694,5.440618e-13,5.505984e-13,5.1137e-13,0.77907145,180.95592,1352.1675,0.056152284,1.8694476,6.2902947e-12,2.1168647,5.440287e-10,24.985565,0.6666667,4FGL J0207.5-2402,,bcu,NVSS J020733-240202
2.200685,2.0870178,2134.8064,5.7094615e-14,5.8502465e-14,4.882062e-14,0.0,11.083972,444.46365,0.13945828,1.6797912,2.4621633e-12,1.6569242,2.149683e-10,8.6232605,0.6666667,4FGL J0207.9+2203,,bcu,NVSS J020801+220241
2.3939552,2.297024,1737.7478,5.5112734e-14,5.256006e-14,4.09279e-14,0.6361102,25.821995,284.94363,0.21811727,1.350652,1.446044e-12,1.3824514,1.10085975e-10,3.6787324,0.6666667,4FGL J0207.9+0953,,bcu,GALEXASC J020754.55+095014.0
2.2139711,2.233838,1730.2427,1.0464787e-13,1.0096024e-13,1.0491591e-13,0.09449503,17.568819,803.4101,-0.023469482,0.6572948,3.340892e-12,0.0,2.8992536e-10,15.757058,0.6666667,4FGL J0208.3-6838,3FGL J0208.0-6838,bll,PKS 0206-688
2.214236,2.1725507,1595.5239,1.09041594e-13,1.0697426e-13,1.0208135e-13,0.0,10.809345,504.96393,0.03713489,0.5340119,2.7167108e-12,0.8531911,2.3572863e-10,10.998882,0.6666667,4FGL J0208.5-0046,,bll,PKS 0205-010
1.8812803,1.7698168,4412.6504,1.5363221e-14,1.5457474e-14,1.2988846e-14,0.0,12.40731,343.48163,0.121985145,1.8917208,2.7662757e-12,2.1252258,2.364882e-10,12.302172,0.6666667,4FGL J0208.6+3523,3FGL J0208.6+3522,bll,MS 0205.7+3509
1.8335525,1.7869369,4722.2876,1.5548647e-14,1.557993e-14,1.4615694e-14,0.32336596,22.935108,427.673,0.037452303,0.6853114,3.5629156e-12,0.73395175,2.955191e-10,15.144321,0.6666667,4FGL J0209.3+4449,3FGL J0209.5+4449,bll,1RXS J020917.6+444951
1.8405137,1.7654526,1754.0548,6.749147e-13,6.860864e-13,6.645792e-13,0.37764886,174.37737,2914.555,0.034406446,2.5322423,2.4876459e-11,3.7788372,2.2442006e-09,74.383995,0.6666667,4FGL J0209.3-5228,3FGL J0209.4-5229,bll,PMN J0209-5229
2.5899715,2.888761,2319.2327,5.454805e-14,5.1741465e-14,3.9055222e-14,2.1619914,84.407776,514.67206,0.24570474,1.9785988,3.583725e-12,1.8641263,2.1698615e-10,3.1118293,0.6666667,4FGL J0209.7+6437,,bcu,TXS 0205+643
2.2515707,2.0872624,2269.9963,1.2938127e-13,1.3277037e-13,1.1092761e-13,1.3208382,193.66753,865.3429,0.19310558,3.2083085,4.2756766e-12,3.0416198,6.035971e-10,14.313315,0.6666667,4FGL J0209.9+7229,,bll,S5 0205+722
2.0758476,1.9754317,2901.4927,2.482676e-14,2.5214008e-14,2.1301095e-14,0.0,7.152451,319.99463,0.12587443,1.5118569,1.994189e-12,1.4137161,1.7947338e-10,7.72532,0.6666667,4FGL J0210.1+2518,,bcu,GB6 J0210+2517
2.2470634,2.168631,1844.7925,4.065411e-14,3.9570662e-14,3.642692e-14,0.0,14.419615,275.92856,0.0715344,0.5142154,1.3520263e-12,0.67712986,1.1530877e-10,6.0356503,0.6666667,4FGL J0210.5-1445,,bcu,PKS 0207-149
2.3068495,2.215206,547.0052,4.9765088e-11,5.1772198e-11,4.659631e-11,1.0886257,13148.978,20541.658,0.09722876,15.884665,9.5404545e-11,15.754631,9.016445e-09,190.3643,0.6666667,4FGL J0210.7-5101,3FGL J0210.7-5101,fsrq,PKS 0208-512
2.0958683,1.9562256,2136.5635,5.381394e-14,5.412736e-14,4.7554086e-14,0.38894582,22.118391,391.49515,0.10954116,1.4256774,2.356149e-12,1.6157573,2.117203e-10,10.433853,0.6666667,4FGL J0211.1-0646,3FGL J0211.2-0649,bll,NVSS J021109-064551
2.0846128,2.0225828,918.9236,7.671723e-12,7.882629e-12,7.499261e-12,0.3952649,605.79675,8479.912,0.04382651,5.696654,5.864259e-11,5.656682,5.9975007e-09,108.473495,0.6666667,4FGL J0211.2+1051,3FGL J0211.2+1051,bll,MG1 J021114+1051
2.027187,1.9090871,2440.9124,3.2272176e-14,3.3560255e-14,2.8724724e-14,0.21713693,15.619248,315.1393,0.118014745,1.4948045,1.8833919e-12,1.271824,1.6923135e-10,9.48626,0.6666667,4FGL J0212.2-2559,,bcu,PMN J0212-2558
1.9724579,1.9820498,2672.1177,4.296251e-14,4.3302916e-14,4.4057314e-14,0.7474654,50.497475,468.97586,-0.008763424,0.0,3.5026613e-12,0.0,3.1132752e-10,14.814494,0.6666667,4FGL J0212.2-0219,,bll,RX J0212.3-0222
2.090374,2.08937,1904.1643,8.0946595e-14,7.98612e-14,7.9606664e-14,0.36993194,26.723572,597.40686,0.001265006,0.0,3.100843e-12,0.0,2.787918e-10,14.82748,0.6666667,4FGL J0212.4-3502,3FGL J0212.8-3504,bll,RBS 0292
2.3468812,2.3087602,1116.7347,1.8609336e-13,1.9356202e-13,1.7287433e-13,0.31957278,18.98134,521.0726,0.08787122,1.2117187,2.0901618e-12,0.59216833,1.6603371e-10,8.875112,0.6666667,4FGL J0212.8-2721,3FGL J0213.1-2720,bcu,PMN J0212-2719
2.0531473,1.9392655,1692.8757,2.1370182e-13,2.2763724e-13,2.0408106e-13,0.5196566,55.29113,797.52094,0.08872995,2.61024,5.3501487e-12,1.7465789,6.138499e-10,20.299698,0.6666667,4FGL J0212.9+2244,3FGL J0213.0+2245,bll,MG3 J021252+2246
2.3356419,2.2249649,1426.486,7.965572e-14,7.739172e-14,5.6225945e-14,0.0,12.955026,176.47124,0.29085276,1.995012,8.297539e-13,2.0827968,1.1982752e-10,4.886857,0.6666667,4FGL J0213.2-0503,,bll,NVSS J021311-050102
1.8105614,1.7538475,6629.6587,3.4587866e-15,3.3647844e-15,3.1041483e-15,0.660115,33.730793,187.05035,0.048954267,0.60273874,1.4079411e-12,0.7408837,1.14828785e-10,9.576104,0.6666667,4FGL J0213.8-6949,,bcu,2MASS J02135882-6951360
2.0240762,1.93682,3102.353,1.2115044e-14,1.1729281e-14,1.0870244e-14,0.0,10.686037,205.83269,0.05375601,0.45246068,1.1585683e-12,0.6868566,1.0406506e-10,6.5354733,0.6666667,4FGL J0214.1-4733,,bll,2MASS J02140989-4732357
2.6898928,2.682572,626.50867,1.0011009e-12,1.0190209e-12,8.809427e-13,0.5610125,57.67479,901.82086,0.12904534,1.7554243,2.8238772e-12,1.347919,1.4821307e-10,8.524279,0.6666667,4FGL J0214.2-7025,,bcu,PMN J0214-7027
1.8673714,1.9048592,4776.1333,2.1659388e-14,2.0558999e-14,2.1993194e-14,0.11782144,16.661287,699.9359,-0.032440078,1.1106503,5.4422304e-12,0.0,4.6148366e-10,19.306042,0.6666667,4FGL J0214.3+5145,3FGL J0214.4+5143,bll,TXS 0210+515
2.105658,1.9171203,2347.723,2.7625583e-14,2.7951862e-14,1.9540774e-14,0.5373488,18.038874,151.69165,0.30816102,2.6638174,7.867742e-13,2.7497602,1.2816992e-10,7.2833734,0.6666667,4FGL J0214.4-5822,3FGL J0214.7-5823,bcu,PMN J0214-5822
1.6153065,1.4319636,13700.308,4.0304067e-16,4.0992903e-16,3.2512965000000003e-16,0.0,9.464371,41.494267,0.12815104,0.48751473,5.076989e-13,0.0,3.4107026e-11,3.8933392,0.6666667,4FGL J0214.6-4333,,bcu,1RXS J021439.0-433319
2.4431708,2.3645096,1070.1447,2.0884015e-13,2.1157526e-13,1.4844869e-13,0.0,6.815476,391.66605,0.32973808,2.8169985,1.2323109e-12,2.73311,1.4932534e-10,6.906089,0.6666667,4FGL J0214.8-6150,,bcu,PKS 0212-620
2.7687955,2.7303154,483.7039,1.3511943e-12,1.3302694e-12,1.2122352e-12,0.2330536,18.377142,658.1932,0.07657085,0.8409926,1.9763024e-12,0.26604107,9.1768475e-11,6.6190248,0.6666667,4FGL J0214.9-3722,,bcu,PMN J0214-3729
2.0758035,2.1021867,3674.2805,6.860765e-15,6.4754542e-15,7.177001e-15,0.0,7.898153,180.44409,-0.03909208,0.44304958,1.0969296e-12,0.0,9.872184e-11,5.9486384,0.6666667,4FGL J0215.2-1619,,bll,NVSS J021515-161738
1.797056,1.7798191,11243.522,1.5577306e-15,1.6231098e-15,1.5828647e-15,0.0,14.92968,226.22885,0.0135304965,0.0,1.8554578e-12,0.0,1.497387e-10,8.910876,0.6666667,4FGL J0215.3+7555,,bcu,WN B0210.3+7540
2.159031,2.1340663,3791.3423,9.760336e-15,9.544544e-15,9.183045e-15,0.577308,17.71547,264.79984,0.033082027,0.12234598,1.5802636e-12,0.0,1.4013153e-10,5.063249,0.6666667,4FGL J0215.9+0521,,bcu,TXS 0213+051
2.0591211,1.901829,2432.39,6.9376904e-14,7.07561e-14,6.1108474e-14,0.44568017,31.49663,582.3882,0.12617432,1.9221568,3.966833e-12,2.2975345,3.5711842e-10,15.088087,0.6666667,4FGL J0215.9+0300,3FGL J0216.0+0300,bcu,PMN J0215+0300
1.88119,1.8295859,4728.3066,1.23230715e-14,1.3082899e-14,1.1769498e-14,0.1746383,16.250702,328.23547,0.0568577,1.0403942,2.8545343e-12,0.0,2.4402097e-10,11.924552,0.6666667,4FGL J0216.5+2313,,bll,RBS 0298
2.2316127,2.1854205,1317.2412,3.227948e-13,3.2967685e-13,3.0882087e-13,1.0157219,184.34047,1063.0029,0.051749874,1.3200125,5.374355e-12,1.1737211,4.622751e-10,19.977547,0.6666667,4FGL J0216.6-1015,3FGL J0216.6-1019,bcu,PMN J0216-1017
